,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area
24317,Maize,2012,60135,59.0,4996.2,27.02,Kenya
24318,Maize,2012,60135,59.0,4996.2,26.83,Kenya
24325,Maize,2013,61024,59.0,5412.5,27.57,Kenya
24326,Maize,2013,61024,59.0,5412.5,27.78,Kenya
24334,Maize,1990,11411,686.0,384.0,25.13,Kenya
24340,Maize,1991,11324,686.0,384.0,25.0,Kenya
24346,Maize,1992,10907,686.0,384.0,25.09,Kenya
24352,Maize,1993,12694,686.0,357.55,24.99,Kenya
24358,Maize,1994,10133,686.0,547.3,24.94,Kenya
24364,Maize,1995,10881,686.0,435.31,25.33,Kenya
24370,Maize,1996,10438,686.0,411.33,25.49,Kenya
24376,Maize,1997,12911,686.0,437.23,25.87,Kenya
24382,Maize,1998,8255,686.0,450.71,26.03,Kenya
24388,Maize,1999,9388,686.0,470.87,24.93,Kenya
24394,Maize,2000,11114,686.0,491.03,25.26,Kenya
24400,Maize,2001,12279,686.0,282.02,25.79,Kenya
24406,Maize,2002,7434,686.0,328.0,25.4,Kenya
24412,Maize,2004,27194,686.0,419.97,25.38,Kenya
24418,Maize,2005,27961,686.0,465.95,25.78,Kenya
24424,Maize,2006,13919,686.0,511.93,25.32,Kenya
24430,Maize,2007,11008,686.0,557.92,25.34,Kenya
24436,Maize,2008,18351,686.0,603.9,25.5,Kenya
24442,Maize,2009,16300,686.0,649.88,25.01,Kenya
24448,Maize,2010,15384,686.0,695.86,26.1,Kenya
24454,Maize,2011,11331,686.0,741.85,25.41,Kenya
24460,Maize,2012,15465,686.0,787.83,25.47,Kenya
24466,Maize,2013,14428,686.0,722.53,24.7,Kenya
24471,Maize,1992,28150,1162.0,1309.0,10.78,Kenya
24475,Maize,1993,40210,1162.0,1112.0,10.19,Kenya
24479,Maize,1994,63200,1162.0,944.0,11.33,Kenya
24483,Maize,1995,63380,1162.0,987.0,10.14,Kenya
24487,Maize,1996,63000,1162.0,953.0,9.24,Kenya
24491,Maize,1997,74811,1162.0,1245.0,10.18,Kenya
24495,Maize,1998,73139,1162.0,1091.0,10.42,Kenya
24499,Maize,1999,69368,1162.0,1133.0,10.51,Kenya
24503,Maize,2000,58821,1162.0,1468.0,11.45,Kenya
24507,Maize,2001,54139,1162.0,1387.0,10.74,Kenya
24511,Maize,2002,81574,1162.0,1164.1,11.18,Kenya
24515,Maize,2004,77750,1162.0,1557.98,10.06,Kenya
24519,Maize,2005,82883,1162.0,1383.88,9.62,Kenya
24523,Maize,2006,69305,1162.0,1280.98,10.56,Kenya
24527,Maize,2007,75358,1162.0,1155.23,11.31,Kenya
24531,Maize,2008,73207,1162.0,1218.15,11.09,Kenya
24535,Maize,2009,78371,1162.0,1162.87,11.06,Kenya
24539,Maize,2010,85394,1162.0,1134.37,10.0,Kenya
24543,Maize,2011,86856,1162.0,1121.91,11.02,Kenya
24547,Maize,2012,70816,1162.0,1016.08,11.12,Kenya
24551,Maize,2013,54145,1162.0,917.49,11.58,Kenya
24555,Maize,1990,22051,495.0,16582.0,20.56,Kenya
24556,Maize,1990,22051,495.0,16582.0,15.56,Kenya
24557,Maize,1990,22051,495.0,16582.0,18.91,Kenya
24558,Maize,1990,22051,495.0,16582.0,15.56,Kenya
24583,Maize,1991,22573,495.0,16582.0,21.06,Kenya
24584,Maize,1991,22573,495.0,16582.0,15.56,Kenya
24585,Maize,1991,22573,495.0,16582.0,18.86,Kenya
24586,Maize,1991,22573,495.0,16582.0,15.56,Kenya
24611,Maize,1992,7853,495.0,16582.0,21.53,Kenya
24612,Maize,1992,7853,495.0,16582.0,16.48,Kenya
24613,Maize,1992,7853,495.0,16582.0,19.95,Kenya
24614,Maize,1992,7853,495.0,16582.0,16.48,Kenya
24639,Maize,1993,22840,495.0,16582.0,21.32,Kenya
24640,Maize,1993,22840,495.0,16582.0,16.01,Kenya
24641,Maize,1993,22840,495.0,16582.0,19.32,Kenya
24642,Maize,1993,22840,495.0,16582.0,16.01,Kenya
24667,Maize,1994,28481,495.0,16582.0,20.65,Kenya
24668,Maize,1994,28481,495.0,16582.0,15.1,Kenya
24669,Maize,1994,28481,495.0,16582.0,18.48,Kenya
24670,Maize,1994,28481,495.0,16582.0,15.1,Kenya
24695,Maize,1995,13800,495.0,18025.0,20.73,Kenya
24696,Maize,1995,13800,495.0,18025.0,15.77,Kenya
24697,Maize,1995,13800,495.0,18025.0,19.23,Kenya
24698,Maize,1995,13800,495.0,18025.0,15.77,Kenya
24723,Maize,1996,27043,495.0,19508.0,20.49,Kenya
24724,Maize,1996,27043,495.0,19508.0,15.23,Kenya
24725,Maize,1996,27043,495.0,19508.0,18.49,Kenya
24726,Maize,1996,27043,495.0,19508.0,15.23,Kenya
24751,Maize,1997,25195,495.0,21596.0,20.57,Kenya
24752,Maize,1997,25195,495.0,21596.0,15.38,Kenya
24753,Maize,1997,25195,495.0,21596.0,18.64,Kenya
24754,Maize,1997,25195,495.0,21596.0,15.38,Kenya
24779,Maize,1998,21611,495.0,24304.0,21.22,Kenya
24780,Maize,1998,21611,495.0,24304.0,16.11,Kenya
24781,Maize,1998,21611,495.0,24304.0,19.42,Kenya
24782,Maize,1998,21611,495.0,24304.0,16.11,Kenya
24807,Maize,1999,22274,495.0,26098.8,21.64,Kenya
24808,Maize,1999,22274,495.0,26098.8,16.09,Kenya
24809,Maize,1999,22274,495.0,26098.8,19.27,Kenya
24810,Maize,1999,22274,495.0,26098.8,16.09,Kenya
24835,Maize,2000,28492,495.0,26857.0,20.74,Kenya
24836,Maize,2000,28492,495.0,26857.0,15.13,Kenya
24837,Maize,2000,28492,495.0,26857.0,18.26,Kenya
24838,Maize,2000,28492,495.0,26857.0,15.13,Kenya
24863,Maize,2001,24371,495.0,26857.0,21.25,Kenya
24864,Maize,2001,24371,495.0,26857.0,15.68,Kenya
24865,Maize,2001,24371,495.0,26857.0,18.92,Kenya
24866,Maize,2001,24371,495.0,26857.0,15.68,Kenya
24891,Maize,2002,28516,495.0,26857.0,21.07,Kenya
24892,Maize,2002,28516,495.0,26857.0,15.88,Kenya
24893,Maize,2002,28516,495.0,26857.0,19.28,Kenya
24894,Maize,2002,28516,495.0,26857.0,15.88,Kenya
24919,Maize,2004,30305,495.0,26857.0,21.11,Kenya
24920,Maize,2004,30305,495.0,26857.0,15.49,Kenya
24921,Maize,2004,30305,495.0,26857.0,18.75,Kenya
24922,Maize,2004,30305,495.0,26857.0,15.49,Kenya
24947,Maize,2005,36351,495.0,26857.0,21.14,Kenya
24948,Maize,2005,36351,495.0,26857.0,16.29,Kenya
24949,Maize,2005,36351,495.0,26857.0,19.74,Kenya
24950,Maize,2005,36351,495.0,26857.0,16.29,Kenya
24975,Maize,2006,34122,495.0,26857.0,20.86,Kenya
24976,Maize,2006,34122,495.0,26857.0,15.26,Kenya
24977,Maize,2006,34122,495.0,26857.0,18.42,Kenya
24978,Maize,2006,34122,495.0,26857.0,15.26,Kenya
25003,Maize,2007,27921,495.0,26857.0,21.07,Kenya
25004,Maize,2007,27921,495.0,26857.0,15.9,Kenya
25005,Maize,2007,27921,495.0,26857.0,18.98,Kenya
25006,Maize,2007,27921,495.0,26857.0,15.9,Kenya
25031,Maize,2008,45373,495.0,26857.0,20.89,Kenya
25032,Maize,2008,45373,495.0,26857.0,15.75,Kenya
25033,Maize,2008,45373,495.0,26857.0,18.91,Kenya
25034,Maize,2008,45373,495.0,26857.0,15.75,Kenya
25059,Maize,2009,49640,495.0,26857.0,20.71,Kenya
25060,Maize,2009,49640,495.0,26857.0,15.44,Kenya
25061,Maize,2009,49640,495.0,26857.0,18.67,Kenya
25062,Maize,2009,49640,495.0,26857.0,15.44,Kenya
25087,Maize,2010,46736,495.0,26857.0,21.54,Kenya
25088,Maize,2010,46736,495.0,26857.0,16.11,Kenya
25089,Maize,2010,46736,495.0,26857.0,19.31,Kenya
25090,Maize,2010,46736,495.0,26857.0,16.11,Kenya
25115,Maize,2011,43671,495.0,26857.0,20.72,Kenya
25116,Maize,2011,43671,495.0,26857.0,15.49,Kenya
25117,Maize,2011,43671,495.0,26857.0,18.75,Kenya
25118,Maize,2011,43671,495.0,26857.0,15.49,Kenya
25143,Maize,2012,44905,495.0,26857.0,21.24,Kenya
25144,Maize,2012,44905,495.0,26857.0,15.89,Kenya
25145,Maize,2012,44905,495.0,26857.0,19.14,Kenya
25146,Maize,2012,44905,495.0,26857.0,15.89,Kenya
25171,Maize,2013,42466,495.0,26857.0,21.31,Kenya
25172,Maize,2013,42466,495.0,26857.0,14.98,Kenya
25173,Maize,2013,42466,495.0,26857.0,18.0,Kenya
25174,Maize,2013,42466,495.0,26857.0,14.98,Kenya
25199,Maize,1990,64256,636.0,39562.0,17.3,Kenya
25200,Maize,1990,64256,636.0,39562.0,12.68,Kenya
25201,Maize,1990,64256,636.0,39562.0,17.36,Kenya
25220,Maize,1991,66692,636.0,39147.0,16.37,Kenya
25221,Maize,1991,66692,636.0,39147.0,11.92,Kenya
25222,Maize,1991,66692,636.0,39147.0,16.58,Kenya
25241,Maize,1992,70170,636.0,31839.0,16.35,Kenya
25242,Maize,1992,70170,636.0,31839.0,11.89,Kenya
25243,Maize,1992,70170,636.0,31839.0,16.65,Kenya
25262,Maize,1993,61736,636.0,29408.0,16.28,Kenya
25263,Maize,1993,61736,636.0,29408.0,11.12,Kenya
25264,Maize,1993,61736,636.0,29408.0,16.4,Kenya
25283,Maize,1994,68566,636.0,31244.0,17.51,Kenya
25284,Maize,1994,68566,636.0,31244.0,12.45,Kenya
25285,Maize,1994,68566,636.0,31244.0,17.67,Kenya
25304,Maize,1995,72459,636.0,27852.0,17.33,Kenya
25305,Maize,1995,72459,636.0,27852.0,12.99,Kenya
25306,Maize,1995,72459,636.0,27852.0,17.66,Kenya
25325,Maize,1996,85308,636.0,33236.0,16.72,Kenya
25326,Maize,1996,85308,636.0,33236.0,11.96,Kenya
25327,Maize,1996,85308,636.0,33236.0,17.01,Kenya
25346,Maize,1997,91501,636.0,34023.0,17.66,Kenya
25347,Maize,1997,91501,636.0,34023.0,13.02,Kenya
25348,Maize,1997,91501,636.0,34023.0,17.81,Kenya
25367,Maize,1998,94731,636.0,35070.0,17.15,Kenya
25368,Maize,1998,94731,636.0,35070.0,12.4,Kenya
25369,Maize,1998,94731,636.0,35070.0,17.46,Kenya
25388,Maize,1999,94808,636.0,33614.0,17.14,Kenya
25389,Maize,1999,94808,636.0,33614.0,12.09,Kenya
25390,Maize,1999,94808,636.0,33614.0,17.43,Kenya
25409,Maize,2000,92157,636.0,34597.0,17.15,Kenya
25410,Maize,2000,92157,636.0,34597.0,12.2,Kenya
25411,Maize,2000,92157,636.0,34597.0,17.47,Kenya
25430,Maize,2001,97208,636.0,35700.0,17.27,Kenya
25431,Maize,2001,97208,636.0,35700.0,12.33,Kenya
25432,Maize,2001,97208,636.0,35700.0,17.84,Kenya
25451,Maize,2002,95142,636.0,40727.0,17.16,Kenya
25452,Maize,2002,95142,636.0,40727.0,12.52,Kenya
25453,Maize,2002,95142,636.0,40727.0,17.51,Kenya
25472,Maize,2004,100691,636.0,47445.0,17.12,Kenya
25473,Maize,2004,100691,636.0,47445.0,12.17,Kenya
25474,Maize,2004,100691,636.0,47445.0,17.41,Kenya
25493,Maize,2005,96099,636.0,41017.0,16.69,Kenya
25494,Maize,2005,96099,636.0,41017.0,12.26,Kenya
25495,Maize,2005,96099,636.0,41017.0,16.97,Kenya
25514,Maize,2006,97437,636.0,39767.0,17.81,Kenya
25515,Maize,2006,97437,636.0,39767.0,13.06,Kenya
25516,Maize,2006,97437,636.0,39767.0,17.97,Kenya
25535,Maize,2007,100027,636.0,39286.0,17.24,Kenya
25536,Maize,2007,100027,636.0,39286.0,11.89,Kenya
25537,Maize,2007,100027,636.0,39286.0,17.41,Kenya
25556,Maize,2008,99061,636.0,40719.0,16.92,Kenya
25557,Maize,2008,99061,636.0,40719.0,11.92,Kenya
25558,Maize,2008,99061,636.0,40719.0,17.21,Kenya
25577,Maize,2009,100749,636.0,35199.0,17.45,Kenya
25578,Maize,2009,100749,636.0,35199.0,12.96,Kenya
25579,Maize,2009,100749,636.0,35199.0,17.61,Kenya
25598,Maize,2010,105553,636.0,39043.0,16.51,Kenya
25599,Maize,2010,105553,636.0,39043.0,12.01,Kenya
25600,Maize,2010,105553,636.0,39043.0,16.83,Kenya
25619,Maize,2011,113738,636.0,53549.0,17.9,Kenya
25620,Maize,2011,113738,636.0,53549.0,13.28,Kenya
25621,Maize,2011,113738,636.0,53549.0,17.98,Kenya
25640,Maize,2012,109164,636.0,48668.0,17.51,Kenya
25641,Maize,2012,109164,636.0,48668.0,12.33,Kenya
25642,Maize,2012,109164,636.0,48668.0,17.65,Kenya
25661,Maize,2013,110445,636.0,54197.0,17.0,Kenya
25662,Maize,2013,110445,636.0,54197.0,12.68,Kenya
25663,Maize,2013,110445,636.0,54197.0,17.46,Kenya
25683,Maize,1990,11227,1712.0,1571.33,26.53,Kenya
25691,Maize,1991,11916,1712.0,1409.15,26.53,Kenya
25699,Maize,1992,10390,1712.0,2144.31,26.26,Kenya
25707,Maize,1993,9712,1712.0,1753.2,26.37,Kenya
25715,Maize,1994,10032,1712.0,1860.7,26.34,Kenya
25723,Maize,1995,9695,1712.0,1735.5,26.59,Kenya
25731,Maize,1996,10669,1712.0,1654.41,26.38,Kenya
25739,Maize,1997,9959,1712.0,1622.4,26.66,Kenya
25747,Maize,1998,11371,1712.0,1532.41,27.13,Kenya
25755,Maize,1999,10897,1712.0,1766.91,26.32,Kenya
25763,Maize,2000,10838,1712.0,1695.71,26.43,Kenya
25771,Maize,2001,11182,1712.0,1705.05,26.63,Kenya
25779,Maize,2002,11282,1712.0,1714.39,26.74,Kenya
25787,Maize,2004,15023,1712.0,1733.07,26.64,Kenya
25795,Maize,2005,14713,1712.0,1742.41,26.73,Kenya
25803,Maize,2006,14853,1712.0,1751.75,26.56,Kenya
25811,Maize,2007,16508,1712.0,1439.8,26.57,Kenya
25819,Maize,2008,26337,1712.0,1152.39,26.42,Kenya
25827,Maize,2009,25515,1712.0,1170.36,26.67,Kenya
25835,Maize,2010,28061,1712.0,1450.54,26.83,Kenya
25843,Maize,2011,27262,1712.0,1290.31,26.65,Kenya
25851,Maize,2012,34187,1712.0,1112.8,26.88,Kenya
25859,Maize,2013,30868,1712.0,1235.31,27.03,Kenya
25866,Maize,2012,16634,1712.0,2469.47,26.42,Kenya
25867,Maize,2012,16634,1712.0,2469.47,29.96,Kenya
25880,Maize,2013,15997,1712.0,2469.47,26.84,Kenya
25881,Maize,2013,15997,1712.0,2469.47,30.65,Kenya
25895,Maize,1990,21575,2331.0,217.0,26.87,Kenya
25901,Maize,1991,22289,2331.0,207.0,26.93,Kenya
25907,Maize,1992,18706,2331.0,197.5,27.04,Kenya
25913,Maize,1993,20651,2331.0,188.0,26.83,Kenya
25919,Maize,1994,18162,2331.0,178.5,26.82,Kenya
25925,Maize,1995,22553,2331.0,169.0,27.33,Kenya
25931,Maize,1996,22267,2331.0,142.0,27.09,Kenya
25937,Maize,1997,22833,2331.0,139.0,27.27,Kenya
25943,Maize,1998,22000,2331.0,151.33,27.65,Kenya
25949,Maize,1999,10000,2331.0,163.67,27.07,Kenya
25955,Maize,2000,19048,2331.0,176.0,26.86,Kenya
25961,Maize,2001,19444,2331.0,581.12,27.12,Kenya
25967,Maize,2002,19677,2331.0,986.25,27.14,Kenya
25973,Maize,2004,28077,2331.0,1214.83,27.47,Kenya
25979,Maize,2005,18421,2331.0,1426.37,27.7,Kenya
25985,Maize,2006,23000,2331.0,1483.84,27.34,Kenya
25991,Maize,2007,27222,2331.0,1847.86,27.19,Kenya
25997,Maize,2008,22500,2331.0,2108.66,27.22,Kenya
26003,Maize,2009,24000,2331.0,2191.37,27.45,Kenya
26009,Maize,2010,23333,2331.0,1286.65,27.7,Kenya
26015,Maize,2011,22857,2331.0,936.24,27.42,Kenya
26021,Maize,2012,26364,2331.0,633.92,27.4,Kenya
26027,Maize,2013,24737,2331.0,537.49,27.17,Kenya
26078,Maize,1990,85102,1537.0,2282.0,8.19,Kenya
26082,Maize,1991,80510,1537.0,2055.9,7.24,Kenya
26086,Maize,1992,83130,1537.0,2018.7,7.98,Kenya
26090,Maize,1993,89050,1537.0,1934.5,7.48,Kenya
26094,Maize,1994,87490,1537.0,1922.5,8.78,Kenya
26098,Maize,1995,83614,1537.0,1826.3,7.65,Kenya
26102,Maize,1996,85748,1537.0,1746.3,6.66,Kenya
26106,Maize,1997,92732,1537.0,1644.3,7.96,Kenya
26110,Maize,1998,91140,1537.0,1563.6,7.81,Kenya
26114,Maize,1999,88852,1537.0,1526.6,7.76,Kenya
26118,Maize,2000,96519,1537.0,1576.9,8.54,Kenya
26122,Maize,2001,89441,1537.0,1561.9,7.82,Kenya
26126,Maize,2002,92168,1537.0,1526.6,8.42,Kenya
26130,Maize,2004,96142,1537.0,1390.7,7.67,Kenya
26134,Maize,2005,96497,1537.0,1388.3,7.49,Kenya
26138,Maize,2006,84488,1537.0,1359.04,8.19,Kenya
26142,Maize,2007,101695,1537.0,2099.3,8.43,Kenya
26146,Maize,2008,97027,1537.0,2011.47,7.98,Kenya
26150,Maize,2009,104132,1537.0,2170.4,8.15,Kenya
26154,Maize,2010,84922,1537.0,2059.6,7.06,Kenya
26158,Maize,2011,114447,1537.0,2132.14,8.68,Kenya
26162,Maize,2012,108279,1537.0,2077.9,7.96,Kenya
26166,Maize,2013,100837,1537.0,2098.5,7.94,Kenya
26170,Maize,1992,29613,691.0,2280.0,7.9,Kenya
26176,Maize,1993,30455,691.0,2280.0,7.29,Kenya
26182,Maize,1994,18000,691.0,714.0,8.01,Kenya
26188,Maize,1995,19372,691.0,54.0,8.49,Kenya
26194,Maize,1996,37520,691.0,826.0,7.55,Kenya
26200,Maize,1997,27501,691.0,751.31,8.69,Kenya
26206,Maize,1998,29816,691.0,676.63,8.34,Kenya
26212,Maize,1999,28100,691.0,601.94,8.74,Kenya
26218,Maize,2000,27011,691.0,527.25,8.78,Kenya
26224,Maize,2001,29515,691.0,452.56,9.16,Kenya
26230,Maize,2002,35117,691.0,377.88,8.63,Kenya
26236,Maize,2004,46811,691.0,228.5,9.24,Kenya
26242,Maize,2005,40471,691.0,235.4,8.61,Kenya
26247,Maize,2006,37740,691.0,241.9,8.97,Kenya
26253,Maize,2007,40109,691.0,247.9,8.69,Kenya
26259,Maize,2008,93985,691.0,253.5,8.29,Kenya
26265,Maize,2009,98893,691.0,258.1,8.42,Kenya
26271,Maize,2010,120521,691.0,262.1,8.98,Kenya
26277,Maize,2011,121228,691.0,264.6,8.45,Kenya
26283,Maize,2012,125670,691.0,264.6,7.71,Kenya
26289,Maize,2013,124827,691.0,264.6,10.1,Kenya
26296,Maize,1990,24090,1622.0,18849.0,27.96,Kenya
26303,Maize,1991,27117,1622.0,18849.0,27.85,Kenya
26310,Maize,1992,29709,1622.0,18849.0,27.55,Kenya
26317,Maize,1993,27333,1622.0,18849.0,27.58,Kenya
26324,Maize,1994,29344,1622.0,20448.0,27.76,Kenya
26331,Maize,1995,32884,1622.0,24062.0,27.68,Kenya
26338,Maize,1996,34478,1622.0,21901.0,27.37,Kenya
26345,Maize,1997,31982,1622.0,23960.0,28.01,Kenya
26352,Maize,1998,33448,1622.0,19212.0,28.44,Kenya
26359,Maize,1999,35526,1622.0,22761.0,27.34,Kenya
26366,Maize,2000,36715,1622.0,20334.0,27.52,Kenya
26373,Maize,2001,37329,1622.0,30629.67,27.81,Kenya
26380,Maize,2002,37145,1622.0,40925.33,27.98,Kenya
26387,Maize,2004,38587,1622.0,88548.0,27.8,Kenya
26394,Maize,2005,38161,1622.0,43831.0,27.92,Kenya
26401,Maize,2006,39356,1622.0,41220.0,27.92,Kenya
26408,Maize,2007,39295,1622.0,66858.0,27.79,Kenya
26415,Maize,2008,40748,1622.0,65423.0,27.48,Kenya
26422,Maize,2009,41780,1622.0,67933.0,27.79,Kenya
26429,Maize,2010,41799,1622.0,68986.0,28.54,Kenya
26436,Maize,2011,43297,1622.0,87191.0,27.56,Kenya
26443,Maize,2012,43225,1622.0,69921.0,28.48,Kenya
26450,Maize,2013,42242,1622.0,8136.0,28.98,Kenya
26525,Maize,1990,40803,593.0,29918.0,19.22,Kenya
26526,Maize,1990,40803,593.0,29918.0,10.51,Kenya
26527,Maize,1990,40803,593.0,29918.0,11.91,Kenya
26528,Maize,1990,40803,593.0,29918.0,14.01,Kenya
26529,Maize,1990,40803,593.0,29918.0,17.94,Kenya
26550,Maize,1991,42489,593.0,24343.0,18.94,Kenya
26551,Maize,1991,42489,593.0,24343.0,10.37,Kenya
26552,Maize,1991,42489,593.0,24343.0,11.2,Kenya
26553,Maize,1991,42489,593.0,24343.0,13.21,Kenya
26554,Maize,1991,42489,593.0,24343.0,17.04,Kenya
26575,Maize,1992,42427,593.0,27110.0,17.68,Kenya
26576,Maize,1992,42427,593.0,27110.0,9.06,Kenya
26577,Maize,1992,42427,593.0,27110.0,10.77,Kenya
26578,Maize,1992,42427,593.0,27110.0,13.01,Kenya
26579,Maize,1992,42427,593.0,27110.0,16.91,Kenya
26600,Maize,1993,45455,593.0,28042.0,18.82,Kenya
26601,Maize,1993,45455,593.0,28042.0,9.96,Kenya
26602,Maize,1993,45455,593.0,28042.0,11.45,Kenya
26603,Maize,1993,45455,593.0,28042.0,13.32,Kenya
26604,Maize,1993,45455,593.0,28042.0,17.39,Kenya
26625,Maize,1994,38181,593.0,24219.0,19.76,Kenya
26626,Maize,1994,38181,593.0,24219.0,11.7,Kenya
26627,Maize,1994,38181,593.0,24219.0,12.83,Kenya
26628,Maize,1994,38181,593.0,24219.0,14.88,Kenya
26629,Maize,1994,38181,593.0,24219.0,18.35,Kenya
26650,Maize,1995,37322,593.0,27328.0,19.15,Kenya
26651,Maize,1995,37322,593.0,27328.0,10.93,Kenya
26652,Maize,1995,37322,593.0,27328.0,12.06,Kenya
26653,Maize,1995,37322,593.0,27328.0,14.14,Kenya
26654,Maize,1995,37322,593.0,27328.0,17.64,Kenya
26675,Maize,1996,36396,593.0,30286.0,19.47,Kenya
26676,Maize,1996,36396,593.0,30286.0,11.29,Kenya
26677,Maize,1996,36396,593.0,30286.0,11.92,Kenya
26678,Maize,1996,36396,593.0,30286.0,13.77,Kenya
26679,Maize,1996,36396,593.0,30286.0,17.49,Kenya
26700,Maize,1997,38247,593.0,34431.0,18.65,Kenya
26701,Maize,1997,38247,593.0,34431.0,10.13,Kenya
26702,Maize,1997,38247,593.0,34431.0,11.34,Kenya
26703,Maize,1997,38247,593.0,34431.0,13.16,Kenya
26704,Maize,1997,38247,593.0,34431.0,17.2,Kenya
26725,Maize,1998,42192,593.0,30162.0,19.92,Kenya
26726,Maize,1998,42192,593.0,30162.0,11.72,Kenya
26727,Maize,1998,42192,593.0,30162.0,12.56,Kenya
26728,Maize,1998,42192,593.0,30162.0,14.48,Kenya
26729,Maize,1998,42192,593.0,30162.0,18.08,Kenya
26750,Maize,1999,44376,593.0,33089.0,20.02,Kenya
26751,Maize,1999,44376,593.0,33089.0,11.69,Kenya
26752,Maize,1999,44376,593.0,33089.0,13.02,Kenya
26753,Maize,1999,44376,593.0,33089.0,15.0,Kenya
26754,Maize,1999,44376,593.0,33089.0,18.74,Kenya
26775,Maize,2000,41605,593.0,33471.0,19.33,Kenya
26776,Maize,2000,41605,593.0,33471.0,10.39,Kenya
26777,Maize,2000,41605,593.0,33471.0,12.03,Kenya
26778,Maize,2000,41605,593.0,33471.0,14.29,Kenya
26779,Maize,2000,41605,593.0,33471.0,17.97,Kenya
26800,Maize,2001,40063,593.0,25539.0,20.09,Kenya
26801,Maize,2001,40063,593.0,25539.0,12.32,Kenya
26802,Maize,2001,40063,593.0,25539.0,13.16,Kenya
26803,Maize,2001,40063,593.0,25539.0,15.11,Kenya
26804,Maize,2001,40063,593.0,25539.0,18.63,Kenya
26825,Maize,2002,42163,593.0,27915.0,19.54,Kenya
26826,Maize,2002,42163,593.0,27915.0,10.81,Kenya
26827,Maize,2002,42163,593.0,27915.0,12.24,Kenya
26828,Maize,2002,42163,593.0,27915.0,14.51,Kenya
26829,Maize,2002,42163,593.0,27915.0,18.18,Kenya
26850,Maize,2004,55076,593.0,28831.0,19.48,Kenya
26851,Maize,2004,55076,593.0,28831.0,10.99,Kenya
26852,Maize,2004,55076,593.0,28831.0,12.26,Kenya
26853,Maize,2004,55076,593.0,28831.0,14.23,Kenya
26854,Maize,2004,55076,593.0,28831.0,17.97,Kenya
26880,Maize,2005,70000,593.0,40332.0,19.44,Kenya
26881,Maize,2005,70000,593.0,40332.0,11.24,Kenya
26882,Maize,2005,70000,593.0,40332.0,12.2,Kenya
26883,Maize,2005,70000,593.0,40332.0,14.23,Kenya
26884,Maize,2005,70000,593.0,40332.0,17.78,Kenya
26910,Maize,2006,72139,593.0,27421.0,19.44,Kenya
26911,Maize,2006,72139,593.0,27421.0,11.12,Kenya
26912,Maize,2006,72139,593.0,27421.0,11.96,Kenya
26913,Maize,2006,72139,593.0,27421.0,14.11,Kenya
26914,Maize,2006,72139,593.0,27421.0,17.71,Kenya
26940,Maize,2007,68381,593.0,48715.51,19.82,Kenya
26941,Maize,2007,68381,593.0,48715.51,11.87,Kenya
26942,Maize,2007,68381,593.0,48715.51,12.91,Kenya
26943,Maize,2007,68381,593.0,48715.51,14.98,Kenya
26944,Maize,2007,68381,593.0,48715.51,18.6,Kenya
26970,Maize,2008,71988,593.0,37640.2,19.92,Kenya
26971,Maize,2008,71988,593.0,37640.2,11.33,Kenya
26972,Maize,2008,71988,593.0,37640.2,12.7,Kenya
26973,Maize,2008,71988,593.0,37640.2,14.91,Kenya
26974,Maize,2008,71988,593.0,37640.2,18.47,Kenya
27000,Maize,2009,71878,593.0,37651.15,19.94,Kenya
27001,Maize,2009,71878,593.0,37651.15,11.63,Kenya
27002,Maize,2009,71878,593.0,37651.15,12.75,Kenya
27003,Maize,2009,71878,593.0,37651.15,14.95,Kenya
27004,Maize,2009,71878,593.0,37651.15,18.41,Kenya
27030,Maize,2010,72614,593.0,38554.69,21.02,Kenya
27031,Maize,2010,72614,593.0,38554.69,13.27,Kenya
27032,Maize,2010,72614,593.0,38554.69,13.8,Kenya
27033,Maize,2010,72614,593.0,38554.69,15.6,Kenya
27034,Maize,2010,72614,593.0,38554.69,19.27,Kenya
27060,Maize,2011,71707,593.0,39534.43,19.36,Kenya
27061,Maize,2011,71707,593.0,39534.43,10.39,Kenya
27062,Maize,2011,71707,593.0,39534.43,11.6,Kenya
27063,Maize,2011,71707,593.0,39534.43,13.65,Kenya
27064,Maize,2011,71707,593.0,39534.43,17.6,Kenya
27090,Maize,2012,73884,593.0,42610.59,19.92,Kenya
27091,Maize,2012,73884,593.0,42610.59,11.45,Kenya
27092,Maize,2012,73884,593.0,42610.59,12.71,Kenya
27093,Maize,2012,73884,593.0,42610.59,14.97,Kenya
27094,Maize,2012,73884,593.0,42610.59,18.54,Kenya
27120,Maize,2013,89499,593.0,39440.0,20.22,Kenya
27121,Maize,2013,89499,593.0,39440.0,13.27,Kenya
27122,Maize,2013,89499,593.0,39440.0,14.07,Kenya
27123,Maize,2013,89499,593.0,39440.0,16.02,Kenya
27124,Maize,2013,89499,593.0,39440.0,19.21,Kenya
27151,Maize,1990,15012,1180.0,72.0,23.36,Kenya
27160,Maize,1991,13500,1180.0,72.0,23.3,Kenya
27169,Maize,1992,15000,1180.0,72.0,23.46,Kenya
27178,Maize,1993,15984,1180.0,71.0,23.62,Kenya
27187,Maize,1994,15098,1180.0,59.0,23.6,Kenya
27196,Maize,1995,15989,1180.0,88.0,23.72,Kenya
27205,Maize,1996,12997,1180.0,88.0,23.49,Kenya
